Class,First Deployment Date,Platform Agent Type,Relative Depth,data_agent_recovery,data_agent_rt,data_product_list,deploy_date,depth_port_max,depth_port_min,depth_subsite,id,instrument_agent_rt,instrument_class,instrument_model,instrument_model1,instrument_series,instrument_subseries,latitude,longitude,makemodel,ready_for_2013
METBK,2015-01,Shore CyberPoP - Global Mooring Server,~3m above sea surface,TRUE,FALSE,"[""BARPRES_L0"", ""BARPRES_L1"", ""CONDSRF_L0"", ""CONDSRF_L1"", ""FRSHFLX_L2"", ""HEATFLX_L2"", ""LATNFLX_L2"", ""LONGIRR_L0"", ""LONGIRR_L1"", ""MOMMFLX_L2"", ""NETLIRR_L2"", ""NETSIRR_L2"", ""PRECIPM_L0"", ""PRECIPM_L1"", ""RAINFLX_L2"", ""RAINRTE_L2"", ""RELHUMI_L0"", ""RELHUMI_L1"", ""SALSURF_L2"", ""SENSFLX_L2"", ""SHRTIRR_L0"", ""SHRTIRR_L1"", ""SPECHUM_L2"", ""SPHUM2M_L2"", ""TEMPA2M_L2"", ""TEMPAIR_L0"", ""TEMPAIR_L1"", ""TEMPSRF_L0"", ""TEMPSRF_L1"", ""WIND10M_L2"", ""WINDAVG_L0"", ""WINDAVG_L1""]",2020-01-01 00:00:00,-3,-3,4800,GS01SUMO-SB001-02-METBKA999,TRUE,METBK,METBKA,METBK,A,01,-54.4704,-89.2796,ASIMET,
PHSEN,2014-08,Shore CyberPoP - Regional Observatory Management System,Near sea surface to 200,FALSE,FALSE,"[""ABSTHRM_L0"", ""PH434SI_L0"", ""PH578SI_L0"", ""PHWATER_L1""]",2020-01-01 00:00:00,200,0,2597,RS03AXVM-SF03A-12-PHSENA301,TRUE,PHSEN,PHSENA,PHSEN,A,01,46.06701,-129.60316,SAMI-pH,
VEL3D,2013-09,Shore CyberPoP - Coastal Mooring Server,15m below sea surface to near bottom,TRUE,TRUE,"[""VELPTTU_L0"", ""VELPTTU_L1""]",2013-11-22 00:00:00,125,15,140,CP02PMCI-WF001-01-VEL3D0999,FALSE,VEL3D,VEL3D0,VEL3D,0,01,40.1,-70.79166667,,
OBSSP,2014,Shore CyberPoP - Regional Observatory Management System,Bottom,FALSE,FALSE,"[""SGRDVEL_L1""]",2020-01-01 00:00:00,807,807,807,RS01SUM1-LJ01B-08-OBSSPA103,TRUE,OBSSP,OBSSPA,OBSSP,A,01,44.568,-125.15,Guralp (Make/Model TBD),
CTDMO,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,90m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,90,90,2800,GI03FLMA-RI001-09-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,60.4582,-38.4407,SBE 37IM,
PARAD,2014-09,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""OPTPARW_L0"", ""OPTPARW_L1""]",2020-01-01 00:00:00,133,0,210,CP01CNSP-SP001-10-PARAD0999,FALSE,PARAD,PARAD0,PARAD,0,01,40.03333333,-70.79166667,,
CTDBP,2014-05,Shore CyberPoP - Coastal Mooring Server,5m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,5,5,25,CE06ISSM-RI003-01-CTDBPC999,FALSE,CTDBP,CTDBPC,CTDBP,C,01,47,-124.162,SBE 16plusV2,
PCO2W,2013-08,Shore CyberPoP - Regional Observatory Management System,2m above bottom,FALSE,FALSE,"[""CO2ABS1_L0"", ""CO2ABS2_L0"", ""CO2THRM_L0"", ""PCO2WAT_L1""]",2013-08-01 00:00:00,498,498,500,CE04OSBP-LJ01C-09-PCO2WB104,TRUE,PCO2W,PCO2WB,PCO2W,B,01,44.65,-124.9,SAMI-pCO2,
NUTNR,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,Sea Surface to 150m,TRUE,TRUE,"[""NITROPT_L1""]",2020-01-01 00:00:00,150,0,2800,GI02HYPM-SP001-06-NUTNR0999,FALSE,NUTNR,NUTNR0,NUTNR,0,01,60.5732,-38.2581,,
NUTNR,2014-09,Shore CyberPoP - Coastal Mooring Server,5m below sea surface,TRUE,FALSE,"[""NITROPT_L1""]",2020-01-01 00:00:00,5,5,130,CP03ISSM-RI003-01-NUTNRB999,TRUE,NUTNR,NUTNRB,NUTNR,B,01,40.16666667,-70.79166667,ISUS,
METBK,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,~3m above sea surface,TRUE,FALSE,"[""BARPRES_L0"", ""BARPRES_L1"", ""CONDSRF_L0"", ""CONDSRF_L1"", ""FRSHFLX_L2"", ""HEATFLX_L2"", ""LATNFLX_L2"", ""LONGIRR_L0"", ""LONGIRR_L1"", ""MOMMFLX_L2"", ""NETLIRR_L2"", ""NETSIRR_L2"", ""PRECIPM_L0"", ""PRECIPM_L1"", ""RAINFLX_L2"", ""RAINRTE_L2"", ""RELHUMI_L0"", ""RELHUMI_L1"", ""SALSURF_L2"", ""SENSFLX_L2"", ""SHRTIRR_L0"", ""SHRTIRR_L1"", ""SPECHUM_L2"", ""SPHUM2M_L2"", ""TEMPA2M_L2"", ""TEMPAIR_L0"", ""TEMPAIR_L1"", ""TEMPSRF_L0"", ""TEMPSRF_L1"", ""WIND10M_L2"", ""WINDAVG_L0"", ""WINDAVG_L1""]",2020-01-01 00:00:00,-3,-3,520,CP04OSSM-SB001-02-METBKA999,TRUE,METBK,METBKA,METBK,A,01,39.91666667,-70.79166667,ASIMET,
OPTAA,2014-09,Shore CyberPoP - Coastal Mooring Server,2m above bottom,TRUE,FALSE,"[""OPTABSN_L2"", ""OPTATTN_L2"", ""OPTCREF_L0"", ""OPTCSIG_L0"", ""OPTTEMP_L0""]",2020-01-01 00:00:00,89.5,89.5,130,CP03ISSM-MF005-04-OPTAAD999,TRUE,OPTAA,OPTAAD,OPTAA,D,01,40.16666667,-70.79166667,AC-S,
CTDPF,2014-08,Shore CyberPoP - Regional Observatory Management System,Bottom,FALSE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,2650,2650,2597,RS03AXVM-LJ03A-06-CTDPFB301,TRUE,CTDPF,CTDPFB,CTDPF,B,01,46.06701,-129.60316,SBE 16plusV2,
FLOBN,2014,Shore CyberPoP - Regional Observatory Management System,Bottom,FALSE,FALSE,"[""BENTHFL_L2""]",2020-01-01 00:00:00,811,811,811,RS01SUM2-MJ01B-00-FLOBNA101,TRUE,FLOBN,FLOBNA,FLOBN,A,01,44.57,-125.147,non-commercial FLOBN,
CTDPF,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,~240m below sea surface to 2400m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,2400,240,2800,GI02HYPM-WF002-04-CTDPFL999,FALSE,CTDPF,CTDPFL,CTDPF,L,01,60.5732,-38.2581,SBE 52MP,
CAMDS,2014-08,Shore CyberPoP - Regional Observatory Management System,,FALSE,FALSE,"[""CAMSTIL_L1""]",2020-01-01 00:00:00,,,2597,RS03AXVM-PC03A-12-CAMDSC302,TRUE,CAMDS,CAMDSC,CAMDS,C,01,46.06701,-129.60316,Kongsberg (Make/Model TBD),
CTDPF,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,~240m below sea surface to 2400m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,2400,240,4800,GS02HYPM-WF004-04-CTDPFL999,FALSE,CTDPF,CTDPFL,CTDPF,L,01,-54.4068,-89.2796,SBE 52MP,
CTDMO,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,1000m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,1000,1000,4250,GP03FLMA-RI001-16-CTDMOH999,FALSE,CTDMO,CTDMOH,CTDMO,H,01,50.4676,-144.5174,SBE 37IM,
ADCPT,2014-05,Shore CyberPoP - Coastal Mooring Server,"Bottom mount, uplooking",TRUE,TRUE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1"", ""WAVSTAT_L0"", ""WAVSTAT_L2""]",2020-01-01 00:00:00,25,25,25,CE06ISSM-MF004-05-ADCPTM999,FALSE,ADCPT,ADCPTM,ADCPT,M,01,47,-124.162,WorkHorse Sentinel 600khz,
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,60m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,60,60,5200,GA03FLMB-RI001-08-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,-42.5073,-42.1303,SBE 37IM,
CTDMO,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,60m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-08-05 00:00:00,60,60,4250,GP03FLMB-RI001-08-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,50.125,-144.2097,SBE 37IM,
ADCPT,2014-08,Shore CyberPoP - Regional Observatory Management System,"Mounted at 200, uplooking",FALSE,FALSE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1"", ""WAVSTAT_L0"", ""WAVSTAT_L2""]",2020-01-01 00:00:00,200,200,2906,RS01SBVM-PC01A-13-ADCPTD102,TRUE,ADCPT,ADCPTD,ADCPT,D,01,44.55404,-125.35235,Quartermaster 150kHz,
OPTAA,2014-05,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""OPTABSN_L2"", ""OPTATTN_L2"", ""OPTCREF_L0"", ""OPTCSIG_L0"", ""OPTTEMP_L0""]",2020-01-01 00:00:00,23,0,25,CE06ISSP-SP001-04-OPTAA0999,FALSE,OPTAA,OPTAA0,OPTAA,0,01,47,-124.162,,
DOSTA,2014-05,InSitu CyberPoP - Surface Mooring Platform Controller,2m above bottom,TRUE,FALSE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,78,78,80,CE07SHSM-MF004-01-DOSTAD999,TRUE,DOSTA,DOSTAD,DOSTA,D,01,47,-124.27,Optode 4831,
CTDBP,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,2m above bottom,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,498,498,500,CE09OSSM-MF005-01-CTDBPE999,TRUE,CTDBP,CTDBPE,CTDBP,E,01,46.91,-124.95,SBE 16plusV2,
DOFST,2014-07,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""DOCONCF_L2""]",2020-01-01 00:00:00,78,0,80,CE02SHSP-SP001-01-DOFST0999,FALSE,DOFST,DOFST0,DOFST,0,01,44.64,-124.3,,
CTDGV,2013-10,Shore CyberPoP - Coastal Glider Dock Server,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-10-25 00:00:00,1000,0,,CE05MOAS-GL002-05-CTDGVM999,FALSE,CTDGV,CTDGVM,CTDGV,M,01,,,GPCTD,
PARAD,2013-10,Shore CyberPoP - Coastal Glider Dock Server,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""OPTPARW_L0"", ""OPTPARW_L1""]",2013-10-25 00:00:00,1000,0,,CE05MOAS-GL002-01-PARADM999,FALSE,PARAD,PARADM,PARAD,M,01,,,QSP-2155,
PHSEN,2013-10,Shore CyberPoP - Coastal Mooring Server,2m above the bottom,TRUE,TRUE,"[""ABSTHRM_L0"", ""PH434SI_L0"", ""PH578SI_L0"", ""PHWATER_L1""]",2013-10-25 00:00:00,23,23,25,CE01ISSM-MF004-02-PHSEND999,FALSE,PHSEN,PHSEND,PHSEN,D,01,44.65,-124.1,SAMI-pH,
CTDPF,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,Sea Surface to 150m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-08-05 00:00:00,150,0,4250,GP02HYPM-SP001-04-CTDPF0999,FALSE,CTDPF,CTDPF0,CTDPF,0,01,50.1969,-144.7131,,
VELPT,2014-09,Shore CyberPoP - Coastal Mooring Server,2m above bottom,TRUE,FALSE,"[""VELPTMN_L1""]",2020-01-01 00:00:00,89.5,89.5,130,CP03ISSM-MF004-03-VELPTA999,TRUE,VELPT,VELPTA,VELPT,A,01,40.16666667,-70.79166667,Aquadopp 300m,
DOFST,2013-09,Shore CyberPoP - Coastal Mooring Server,15m below sea surface to near bottom,TRUE,TRUE,"[""DOCONCF_L2""]",2013-11-22 00:00:00,91.5,15,130,CP02PMUI-WF001-02-DOFSTK999,FALSE,DOFST,DOFSTK,DOFST,K,01,40.11666667,-70.68333333,SBE 43F,
NUTNR,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""NITROPT_L1""]",2020-01-01 00:00:00,5,5,80,CE02SHSM-RI003-03-NUTNRB999,TRUE,NUTNR,NUTNRB,NUTNR,B,01,44.64,-124.3,ISUS,
DOSTA,2014-05,Shore CyberPoP - Coastal Mooring Server,5m below sea surface,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,5,5,25,CE06ISSM-RI002-01-DOSTAD999,FALSE,DOSTA,DOSTAD,DOSTA,D,01,47,-124.162,Optode 4831,
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,750m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,750,750,5200,GA03FLMB-RI001-15-CTDMOH999,FALSE,CTDMO,CTDMOH,CTDMO,H,01,-42.5073,-42.1303,SBE 37IM,
NUTNR,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""NITROPT_L1""]",2020-01-01 00:00:00,5,5,500,CE09OSSM-RI003-03-NUTNRB999,TRUE,NUTNR,NUTNRB,NUTNR,B,01,46.91,-124.95,ISUS,
PREST,2013-08,Shore CyberPoP - Regional Observatory Management System,,FALSE,FALSE,"[""SFLPRES_L1""]",2013-06-28 00:00:00,,,2906,RS01SLBS-MJ01A-07-PRESTA101,TRUE,PREST,PRESTA,PREST,A,01,44.55404,-125.35235,SBE 54,
CAMDS,2013-10,Shore CyberPoP - Coastal Mooring Server,2m above the bottom,TRUE,TRUE,"[""CAMSTIL_L1""]",2013-10-25 00:00:00,23,23,25,CE01ISSM-MF005-05-CAMDSA999,FALSE,CAMDS,CAMDSA,CAMDS,A,01,44.65,-124.1,Kongsberg (Make/Model TBD),No. Waiver 1303-00956.
OPTAA,2013-08,Shore CyberPoP - Regional Observatory Management System,2m above bottom,FALSE,FALSE,"[""OPTABSN_L2"", ""OPTATTN_L2"", ""OPTCREF_L0"", ""OPTCSIG_L0"", ""OPTTEMP_L0""]",2013-08-01 00:00:00,498,498,500,CE04OSBP-LJ01C-08-OPTAAC104,TRUE,OPTAA,OPTAAC,OPTAA,C,01,44.65,-124.9,AC-S Deep,
PHSEN,2014-06,Shore CyberPoP - Global Mooring Server,100m below sea surface,TRUE,FALSE,"[""ABSTHRM_L0"", ""PH434SI_L0"", ""PH578SI_L0"", ""PHWATER_L1""]",2020-01-01 00:00:00,100,100,2800,GI01SUMO-RI003-02-PHSENE999,TRUE,PHSEN,PHSENE,PHSEN,E,01,60.6136,-38.2581,SAMI-pH,No
FLORT,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,5,5,500,CE04OSSM-RI003-05-FLORTD999,TRUE,FLORT,FLORTD,FLORT,D,01,44.65,-124.9,ECO Triplet-w,
OPTAA,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,2m above bottom,TRUE,FALSE,"[""OPTABSN_L2"", ""OPTATTN_L2"", ""OPTCREF_L0"", ""OPTCSIG_L0"", ""OPTTEMP_L0""]",2020-01-01 00:00:00,448,448,520,CP04OSSM-MF005-04-OPTAAD999,TRUE,OPTAA,OPTAAD,OPTAA,D,01,39.91666667,-70.79166667,AC-S,
CTDGV,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,Sea surface to 1000m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,1000,0,,GS05MOAS-GL002-04-CTDGVM999,FALSE,CTDGV,CTDGVM,CTDGV,M,01,,,GPCTD,
DOSTA,2014-05,Shore CyberPoP - Coastal Mooring Server,2m above bottom,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,23,23,25,CE06ISSM-MF004-01-DOSTAD999,FALSE,DOSTA,DOSTAD,DOSTA,D,01,47,-124.162,Optode 4831,
CTDMO,2014-06,Shore CyberPoP - Global Mooring Server,20m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,20,20,2800,GI01SUMO-RI003-03-CTDMOQ999,TRUE,CTDMO,CTDMOQ,CTDMO,Q,01,60.6136,-38.2581,SBE 37IM,
OPTAA,2014-05,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""OPTABSN_L2"", ""OPTATTN_L2"", ""OPTCREF_L0"", ""OPTCSIG_L0"", ""OPTTEMP_L0""]",2020-01-01 00:00:00,5,5,80,CE07SHSM-RI003-02-OPTAAD999,TRUE,OPTAA,OPTAAD,OPTAA,D,01,47,-124.27,AC-S,
VEL3D,2014-05,Shore CyberPoP - Coastal Mooring Server,2m above bottom,TRUE,TRUE,"[""VELPTTU_L0"", ""VELPTTU_L1""]",2020-01-01 00:00:00,23,23,25,CE06ISSM-MF005-03-VEL3DD999,FALSE,VEL3D,VEL3DD,VEL3D,D,01,47,-124.162,VECTOR,
PCO2A,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,Sea Surface,TRUE,FALSE,"[""CO2FLUX_L2"", ""PCO2ATM_L1"", ""PCO2SSW_L1"", ""PRESAIR_L0"", ""XCO2ATM_L0"", ""XCO2SSW_L0""]",2020-01-01 00:00:00,0,0,520,CP04OSSM-SB001-03-PCO2AA999,TRUE,PCO2A,PCO2AA,PCO2A,A,01,39.91666667,-70.79166667,pCO2-pro,
CTDMO,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,750m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,750,750,4250,GP03FLMA-RI001-15-CTDMOH999,FALSE,CTDMO,CTDMOH,CTDMO,H,01,50.4676,-144.5174,SBE 37IM,
PARAD,,,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""OPTPARW_L0"", ""OPTPARW_L1""]",2013-11-22 00:00:00,1000,0,,CP05MOAS-GL005-05-PARADM999,FALSE,PARAD,PARADM,PARAD,M,01,,,QSP-2155,
ADCPT,2013-09,Shore CyberPoP - Coastal Mooring Server,15m below sea surface to near bottom,TRUE,TRUE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1"", ""WAVSTAT_L0"", ""WAVSTAT_L2""]",2013-11-22 00:00:00,91.5,91.5,130,CP02PMUI-RI001-01-ADCPTG999,FALSE,ADCPT,ADCPTG,ADCPT,G,01,40.11666667,-70.68333333,WorkHorse Monitor 150khz,
FLORT,2014-08,Shore CyberPoP - Regional Observatory Management System,Near bottom to 175m below surface,FALSE,FALSE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,577,175,500,CE04OSHY-DP01B-04-FLORTA103,TRUE,FLORT,FLORTA,FLORT,A,01,44.65,-124.9,"FLNTURTD (chlorophyll and backscatter), and FLCDRTD (CDOM)",
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,1500m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,1500,1500,4800,GS03FLMB-RI001-17-CTDMOH999,FALSE,CTDMO,CTDMOH,CTDMO,H,01,-54.0814,-88.894,SBE 37IM,
ADCPS,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,"Mounted at 500m, uplooking",TRUE,TRUE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1""]",2020-01-01 00:00:00,500,500,5200,GA03FLMB-RI001-04-ADCPSL999,FALSE,ADCPS,ADCPSL,ADCPS,L,01,-42.5073,-42.1303,WorkHorse LongRanger Sentinel 75khz,
ADCPT,2014-09,Shore CyberPoP - Coastal Mooring Server,"Bottom mount, uplooking",TRUE,FALSE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1"", ""WAVSTAT_L0"", ""WAVSTAT_L2""]",2020-01-01 00:00:00,91.5,91.5,130,CP03ISSM-MF005-03-ADCPTF999,TRUE,ADCPT,ADCPTF,ADCPT,F,01,40.16666667,-70.79166667,WorkHorse Monitor 150khz,
OPTAA,2014-09,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""OPTABSN_L2"", ""OPTATTN_L2"", ""OPTCREF_L0"", ""OPTCSIG_L0"", ""OPTTEMP_L0""]",2020-01-01 00:00:00,91.5,0,130,CP03ISSP-SP001-02-OPTAA0999,FALSE,OPTAA,OPTAA0,OPTAA,0,01,40.16666667,-70.79166667,,
CTDMO,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,1500m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,1500,1500,2800,GI03FLMB-RI001-17-CTDMOH999,FALSE,CTDMO,CTDMOH,CTDMO,H,01,60.4582,-38.0755,SBE 37IM,
DOSTA,2013-09,InSitu CyberPoP - Surface Mooring Platform Controller,2m above bottom,TRUE,FALSE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2013-11-22 00:00:00,133,133,210,CP01CNSM-MF004-03-DOSTAD999,TRUE,DOSTA,DOSTAD,DOSTA,D,01,40.03333333,-70.79166667,Optode 4831,
PCO2A,2014-09,Shore CyberPoP - Coastal Mooring Server,Sea Surface,TRUE,FALSE,"[""CO2FLUX_L2"", ""PCO2ATM_L1"", ""PCO2SSW_L1"", ""PRESAIR_L0"", ""XCO2ATM_L0"", ""XCO2SSW_L0""]",2020-01-01 00:00:00,0,0,130,CP03ISSM-SB001-03-PCO2AA999,TRUE,PCO2A,PCO2AA,PCO2A,A,01,40.16666667,-70.79166667,pCO2-pro,
SPKIR,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,Sea Surface to 150m,TRUE,TRUE,"[""OPTATTS_L2"", ""SPECTIR_L0"", ""SPECTIR_L1""]",2020-01-01 00:00:00,150,0,4800,GS02HYPM-SP001-07-SPKIR0999,FALSE,SPKIR,SPKIR0,SPKIR,0,01,-54.4068,-89.2796,,
PARAD,2014-05,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""OPTPARW_L0"", ""OPTPARW_L1""]",2020-01-01 00:00:00,23,0,25,CE01ISSP-SP001-10-PARAD0999,FALSE,PARAD,PARAD0,PARAD,0,01,44.65,-124.1,,
BOTPT,2013-08,Shore CyberPoP - Regional Observatory Management System,,FALSE,FALSE,"[""BOTPRES_L1"", ""BOTSFLU_L2"", ""BOTTILT_L0"", ""BOTTILT_L1""]",2013-07-16 00:00:00,,,1554,RS03INT2-MJ03D-07-BOTPTA301,TRUE,BOTPT,BOTPTA,BOTPT,A,01,45.93567,-130.01394,non-commercial BOTPT,
CTDPF,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,~240m below sea surface to 2400m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,4400,240,5200,GA02HYPM-WF002-04-CTDPFL999,FALSE,CTDPF,CTDPFL,CTDPF,L,01,-42.9222,-42.5104,SBE 52MP,
FLORT,2014-08,Shore CyberPoP - Regional Observatory Management System,Near bottom to 150,FALSE,FALSE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,2650,150,2597,RS03AXVM-DP03A-04-FLORTA302,TRUE,FLORT,FLORTA,FLORT,A,01,46.06701,-129.60316,"FLNTURTD (chlorophyll and backscatter), and FLCDRTD (CDOM)",
